,Unnamed: 0,Prices,Images,cars,location,model,driven,engine variant,auto\manual,Registered,Color,Assembly,Engine Capacity,Body Type,Features,ratings,img1,img2,img3,img4,img5
721,4016,PKR 14.3 lacs,"['https://cache1.pakwheels.com/ad_pictures/1136/toyota-corolla-gli-2-2002-113647973.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-corolla-gli-2-2002-113647994.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-corolla-gli-2-2002-113647995.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-gli-2-2002-113647996.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-gli-2-2002-113647993.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-corolla-gli-2-2002-113647997.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-corolla-gli-2-2002-113647974.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-corolla-gli-2-2002-113647927.webp']",Toyota Corolla XLi 2002,"['Dhanola,', 'Faisalabad', 'Punjab', 'Added', 'via']",'2002',"300,000 km",'Petrol','Manual','Lahore','SuperWhite','Local','1300cc','Sedan','ABS' 'AMFM Radio' 'Air Conditioning' 'CD Player' 'Cassette Player' 'Immobilizer Key' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache1.pakwheels.com/ad_pictures/1136/toyota-corolla-gli-2-2002-113647973.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-corolla-gli-2-2002-113647994.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-corolla-gli-2-2002-113647995.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-gli-2-2002-113647996.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-gli-2-2002-113647993.webp'
722,4017,PKR 55.5 lacs,"['https://cache4.pakwheels.com/ad_pictures/1136/honda-freed-hybrid-g-honda-sensing-2-2017-113648404.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/honda-freed-hybrid-g-honda-sensing-2-2017-113648411.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/honda-freed-hybrid-g-honda-sensing-2-2017-113648390.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/honda-freed-hybrid-g-honda-sensing-2-2017-113648406.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/honda-freed-hybrid-g-honda-sensing-2-2017-113648407.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/honda-freed-hybrid-g-honda-sensing-2-2017-113648409.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/honda-freed-hybrid-g-honda-sensing-2-2017-113648410.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/honda-freed-hybrid-g-honda-sensing-2-2017-113648405.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/honda-freed-hybrid-g-honda-sensing-2-2017-113648408.webp']",Honda Freed + Hybrid G Honda Sensing 2017,"['Garhi', 'Shahu,', 'Lahore', 'Punjab', 'Added']",'2017',"101,500 km",'Hybrid','Automatic','Punjab','Grey','Imported','1500cc','MPV','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'Cruise Control' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache4.pakwheels.com/ad_pictures/1136/honda-freed-hybrid-g-honda-sensing-2-2017-113648404.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/honda-freed-hybrid-g-honda-sensing-2-2017-113648411.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/honda-freed-hybrid-g-honda-sensing-2-2017-113648390.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/honda-freed-hybrid-g-honda-sensing-2-2017-113648406.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/honda-freed-hybrid-g-honda-sensing-2-2017-113648407.webp'
723,4019,"PKR 47.75 lacs
Financing starts at PKR 100,980/Month","['https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655988.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655961.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655959.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655962.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655965.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655963.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655960.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655968.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655964.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655977.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655978.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655975.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655974.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655966.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655985.webp']",Toyota Corolla Altis CVT-i 1.8 2018,"['Blue', 'Area,', 'Islamabad', 'Islamabad', 'Added']",'2018',"154,000 km",'Petrol','Automatic','Islamabad','White','Local','1800cc','Sedan','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'CD Player' 'Cruise Control' 'DVD Player' 'Immobilizer Key' 'Keyless Entry' 'Navigation System' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655988.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655961.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655959.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655962.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-corolla-altis-1-8-cvti-2018-113655965.webp'
724,4028,PKR 45.5 lacs,"['https://cache2.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388014.webp', 'https://cache3.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388015.webp', 'https://cache1.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388016.webp', 'https://cache3.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388017.webp', 'https://cache4.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388018.webp', 'https://cache1.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388019.webp', 'https://cache3.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388020.webp', 'https://cache3.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388021.webp', 'https://cache1.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388022.webp', 'https://cache4.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388023.webp', 'https://cache2.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388024.webp', 'https://cache2.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388025.webp', 'https://cache3.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388026.webp', 'https://cache4.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388027.webp', 'https://cache1.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388028.webp']",Toyota Vitz F 1.0 2019,"['Karachi', 'Sindh']",'2019',"16,000 km",'Petrol','Automatic','UnRegistered','White','Imported','1000cc','Hatchback','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'CD Player' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache2.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388014.webp', 'https://cache3.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388015.webp', 'https://cache1.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388016.webp', 'https://cache3.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388017.webp', 'https://cache4.pakwheels.com/ad_pictures/1093/toyota-vitz-1-0-f-2019-109388018.webp'
725,4038,"PKR 35 lacs
Financing starts at PKR 86,353/Month","['https://cache1.pakwheels.com/ad_pictures/1136/toyota-yaris-gli-cvt-1-3-2020-113648043.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-yaris-gli-cvt-1-3-2020-113648045.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/toyota-yaris-gli-cvt-1-3-2020-113648047.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-yaris-gli-cvt-1-3-2020-113648042.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/toyota-yaris-gli-cvt-1-3-2020-113648046.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-yaris-gli-cvt-1-3-2020-113648044.webp']",Toyota Yaris GLI CVT 1.3 2020,"['DHA', 'Defence,', 'Karachi', 'Sindh', 'Added']",'2020',"78,000 km",'Petrol','Automatic','Karachi','SuperWhite','Local','1300cc','Sedan','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'CD Player' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache1.pakwheels.com/ad_pictures/1136/toyota-yaris-gli-cvt-1-3-2020-113648043.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-yaris-gli-cvt-1-3-2020-113648045.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/toyota-yaris-gli-cvt-1-3-2020-113648047.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-yaris-gli-cvt-1-3-2020-113648042.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/toyota-yaris-gli-cvt-1-3-2020-113648046.webp'
726,4043,PKR 64 lacs,"['https://cache4.pakwheels.com/ad_pictures/1131/toyota-hiace-2020-113185431.webp', 'https://cache1.pakwheels.com/ad_pictures/1131/toyota-hiace-2020-113185427.webp', 'https://cache1.pakwheels.com/ad_pictures/1131/toyota-hiace-2020-113185437.webp', 'https://cache2.pakwheels.com/ad_pictures/1131/toyota-hiace-2020-113185435.webp', 'https://cache1.pakwheels.com/ad_pictures/1131/toyota-hiace-2020-113185432.webp', 'https://cache4.pakwheels.com/ad_pictures/1131/toyota-hiace-2020-113185430.webp', 'https://cache3.pakwheels.com/ad_pictures/1131/toyota-hiace-2020-113185429.webp', 'https://cache3.pakwheels.com/ad_pictures/1131/toyota-hiace-2020-113185428.webp']",Toyota Hiace DX 2019,"['University', 'Road,', 'Karachi', 'Sindh', 'Added']",'2019',"74,000 km",'Petrol','Automatic','UnRegistered','Silver','Imported','2700cc','Van','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'CD Player' 'DVD Player' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows' 'USB and Auxillary Cable',,['https://cache4.pakwheels.com/ad_pictures/1131/toyota-hiace-2020-113185431.webp', 'https://cache1.pakwheels.com/ad_pictures/1131/toyota-hiace-2020-113185427.webp', 'https://cache1.pakwheels.com/ad_pictures/1131/toyota-hiace-2020-113185437.webp', 'https://cache2.pakwheels.com/ad_pictures/1131/toyota-hiace-2020-113185435.webp', 'https://cache1.pakwheels.com/ad_pictures/1131/toyota-hiace-2020-113185432.webp'
727,4047,"PKR 65 lacs
Financing starts at PKR 71,410/Month","['https://cache4.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615296.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615297.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615298.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615299.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615300.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615301.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615302.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615303.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615304.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615305.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615306.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615307.webp']",Nissan Juke F16 2020,"['Gulberg,', 'Lahore', 'Punjab']",'2020',"19,000 km",'Petrol','Automatic','UnRegistered','CayenneRed','Local','1000cc','SUV','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'Climate Control' 'Front Speakers' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows' 'Rear Camera' 'Rear Speakers',,['https://cache4.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615296.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615297.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615298.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615299.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/nissan-juke-f16-2020-113615300.webp'
728,4053,PKR 60.5 lacs,"['https://cache4.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648099.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648088.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648091.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648092.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648090.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648101.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648098.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648096.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648097.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648093.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648100.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648089.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648102.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648094.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648095.webp']",KIA Sportage Alpha 2021,"['Burewala', 'Punjab', 'Added', 'via', 'Phone']",'2021',"52,000 km",'Petrol','Automatic','Islamabad','White','Local','2000cc','SUV',,,['https://cache4.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648099.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648088.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648091.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648092.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/kia-sportage-alpha-2-2021-113648090.webp'
729,4054,PKR 30.5 lacs,"['https://cache1.pakwheels.com/ad_pictures/1136/toyota-corolla-xli-limited-edition-2014-113647841.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/toyota-corolla-xli-limited-edition-2014-113647843.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-corolla-xli-limited-edition-2014-113647831.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-corolla-xli-limited-edition-2014-113647834.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-corolla-xli-limited-edition-2014-113647833.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-corolla-xli-limited-edition-2014-113647832.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-corolla-xli-limited-edition-2014-113647837.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-corolla-xli-limited-edition-2014-113647830.webp']",Toyota Corolla XLi VVTi Limited Edition 2014,"['North', 'Nazimabad,', 'Karachi', 'Sindh', 'Added']",'2014',"92,000 km",'Petrol','Manual','Karachi','White','Local','1300cc','Sedan','AMFM Radio' 'Air Conditioning' 'CD Player' 'Immobilizer Key' 'Navigation System' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache1.pakwheels.com/ad_pictures/1136/toyota-corolla-xli-limited-edition-2014-113647841.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/toyota-corolla-xli-limited-edition-2014-113647843.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-corolla-xli-limited-edition-2014-113647831.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-corolla-xli-limited-edition-2014-113647834.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-corolla-xli-limited-edition-2014-113647833.webp'
730,4055,PKR 33.8 lacs,"['https://cache1.pakwheels.com/ad_pictures/1136/mazda-carol-gl-6-2022-113647929.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/mazda-carol-gl-6-2022-113647932.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/mazda-carol-gl-6-2022-113647933.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/mazda-carol-gl-6-2022-113647930.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/mazda-carol-gl-6-2022-113647931.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/mazda-carol-gl-6-2022-113647928.webp']",Mazda Carol GL 2022,"['G-', '8,', 'Islamabad', 'Islamabad', 'Added']",'2022',"9,500 km",'Petrol','Automatic','UnRegistered','Burgundy','Imported','660cc','Hatchback','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'CD Player' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache1.pakwheels.com/ad_pictures/1136/mazda-carol-gl-6-2022-113647929.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/mazda-carol-gl-6-2022-113647932.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/mazda-carol-gl-6-2022-113647933.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/mazda-carol-gl-6-2022-113647930.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/mazda-carol-gl-6-2022-113647931.webp'
731,4067,PKR 22.5 lacs,"['https://cache2.pakwheels.com/ad_pictures/1136/suzuki-alto-l-27-2015-113649495.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/suzuki-alto-l-27-2015-113649473.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/suzuki-alto-l-27-2015-113649470.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/suzuki-alto-l-27-2015-113649472.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/suzuki-alto-l-27-2015-113649494.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/suzuki-alto-l-27-2015-113649444.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/suzuki-alto-l-27-2015-113649457.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/suzuki-alto-l-27-2015-113649493.webp']",Suzuki Alto L 2015,"['Rahimyar', 'Khan', 'Bypass,', 'Rahim', 'Yar']",'2015',"92,000 km",'Petrol','Automatic','Karachi','Beige','Imported','660cc','Hatchback','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'CD Player' 'DVD Player' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache2.pakwheels.com/ad_pictures/1136/suzuki-alto-l-27-2015-113649495.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/suzuki-alto-l-27-2015-113649473.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/suzuki-alto-l-27-2015-113649470.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/suzuki-alto-l-27-2015-113649472.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/suzuki-alto-l-27-2015-113649494.webp'
732,4071,PKR 1.1 crore,"['https://cache4.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649683.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649697.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649698.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649696.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649694.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649688.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649693.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649695.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649686.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649684.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649682.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649681.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649685.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649680.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649691.webp']",Toyota Prado TZ G 4.0 2006,"['Peshawar', 'KPK']",'2006',"179,000 km",'Petrol','Automatic','Lahore','WhitePearlCrystalShine','Imported','4000cc','SUV','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'CD Player' 'Cassette Player' 'CoolBox' 'Cruise Control' 'DVD Player' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering',,['https://cache4.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649683.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649697.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649698.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649696.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/toyota-prado-tz-g-selection-2006-113649694.webp'
733,4072,"PKR 30 lacs
Financing starts at PKR 51,269/Month","['https://cache1.pakwheels.com/ad_pictures/1136/kia-picanto-1-0-at-2020-113649669.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/kia-picanto-1-0-at-2020-113649670.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/kia-picanto-1-0-at-2020-113649671.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/kia-picanto-1-0-at-2020-113649672.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/kia-picanto-1-0-at-2020-113649673.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/kia-picanto-1-0-at-2020-113649674.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/kia-picanto-1-0-at-2020-113649675.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/kia-picanto-1-0-at-2020-113649676.webp', 'https://cache4.pakwheels.com/ad_pictures/1136/kia-picanto-1-0-at-2020-113649677.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/kia-picanto-1-0-at-2020-113649678.webp']",KIA Picanto 1.0 AT 2020,"['Zaraj', 'Housing', 'Scheme,', 'Rawalpindi', 'Punjab']",'2020',"40,000 km",'Petrol','Automatic','UnRegistered','MercuryBlue','Local','1000cc','Hatchback','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'CD Player' 'Cassette Player' 'Climate Control' 'Front Speakers' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows' 'Rear Camera',,['https://cache1.pakwheels.com/ad_pictures/1136/kia-picanto-1-0-at-2020-113649669.webp', 'https://cache1.pakwheels.com/ad_pictures/1136/kia-picanto-1-0-at-2020-113649670.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/kia-picanto-1-0-at-2020-113649671.webp', 'https://cache2.pakwheels.com/ad_pictures/1136/kia-picanto-1-0-at-2020-113649672.webp', 'https://cache3.pakwheels.com/ad_pictures/1136/kia-picanto-1-0-at-2020-113649673.webp'
