,Unnamed: 0,Prices,Images,cars,location,model,driven,engine variant,auto\manual,Registered,Color,Assembly,Engine Capacity,Body Type,Features,ratings,img1,img2,img3,img4,img5
193,659,"PKR 10.75 lacs
Managed by PakWheels","['https://cache4.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550765.webp', 'https://cache2.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550771.webp', 'https://cache4.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550766.webp', 'https://cache1.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550767.webp', 'https://cache2.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550770.webp', 'https://cache4.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550768.webp', 'https://cache4.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550779.webp', 'https://cache3.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550773.webp', 'https://cache1.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550772.webp', 'https://cache3.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550774.webp', 'https://cache4.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550778.webp', 'https://cache3.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550784.webp', 'https://cache2.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550789.webp', 'https://cache3.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550791.webp']",Suzuki Cultus VXLi 2007,"['Samanabad,', 'Lahore', 'Punjab']",'2007',"96,370 km",'Petrol','Manual','Lahore','GraphiteGrey','Local','1000cc','Hatchback','AMFM Radio' 'Air Conditioning' 'Alloy Rims' 'Front Speakers' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache4.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550765.webp', 'https://cache2.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550771.webp', 'https://cache4.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550766.webp', 'https://cache1.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550767.webp', 'https://cache2.pakwheels.com/ad_pictures/1125/suzuki-cultus-vxli-2-2007-112550770.webp'
194,660,PKR 41 lacs,"['https://cache2.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590095.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590088.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590090.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590089.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590098.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590091.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590087.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590096.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590097.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590099.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590093.webp']",Toyota Aqua S 2015,"['University', 'Road,', 'Karachi', 'Sindh', 'Added']",'2015',"160,000 km",'Hybrid','Automatic','Sindh','White','Imported','1500cc','Hatchback','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache2.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590095.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590088.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590090.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590089.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-aqua-s-15-2015-113590098.webp'
195,661,"PKR 32 lacs
Financing starts at PKR 54,687/Month
Managed by PakWheels","['https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589452.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589455.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589464.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589461.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589463.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589462.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589472.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589468.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589473.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589474.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589475.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589476.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589477.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589478.webp']",Suzuki Cultus Auto Gear Shift 2021,"['Karachi', 'Sindh']",'2021',"64,302 km",'Petrol','Automatic','Punjab','White','Local','1000cc','Hatchback','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'CD Player' 'Front Speakers' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows' 'Rear Speakers' 'USB and Auxillary Cable',,['https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589452.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589455.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589464.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589461.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-cultus-auto-gear-shift-vxl-2021-113589463.webp'
196,662,PKR 1.17 crore,"['https://cache4.pakwheels.com/ad_pictures/1135/hino-300-series-xzu-730r-2024-113590339.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/hino-300-series-xzu-730r-2024-113590337.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/hino-300-series-xzu-730r-2024-113590338.webp']",Hino 300 Series XZU-730R 2024,"['Khalid', 'Bin', 'Walid', 'Road,', 'Karachi']",'2024',9 km,'Diesel','Manual','UnRegistered','White','Local','4000cc','Truck','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Power Locks' 'Power Steering' 'Power Windows',,['https://cache4.pakwheels.com/ad_pictures/1135/hino-300-series-xzu-730r-2024-113590339.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/hino-300-series-xzu-730r-2024-113590337.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/hino-300-series-xzu-730r-2024-113590338.webp'],,
197,716,"PKR 53 lacs
Financing starts at PKR 102,742/Month","['https://cache1.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128896.webp', 'https://cache4.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128892.webp', 'https://cache1.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128893.webp', 'https://cache4.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128895.webp', 'https://cache4.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128890.webp', 'https://cache3.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128899.webp', 'https://cache1.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128891.webp', 'https://cache3.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128894.webp', 'https://cache1.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128900.webp', 'https://cache3.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128897.webp', 'https://cache2.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128898.webp', 'https://cache3.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128901.webp', 'https://cache1.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128902.webp', 'https://cache4.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128903.webp', 'https://cache1.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128904.webp']",DFSK Glory 580 Pro 2021,"['Garden', 'Town,', 'Lahore', 'Punjab', 'Added']",'2021',"13,107 km",'Petrol','Automatic','Lahore','Black','Local','1500cc','Crossover','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'Cruise Control' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows' 'Sun Roof',,['https://cache1.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128896.webp', 'https://cache4.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128892.webp', 'https://cache1.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128893.webp', 'https://cache4.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128895.webp', 'https://cache4.pakwheels.com/ad_pictures/1121/dfsk-glory-580-pro-2021-112128890.webp'
198,717,PKR 25.9 lacs,"['https://cache3.pakwheels.com/ad_pictures/1131/toyota-vitz-1-0-f-limited-2012-113170630.webp', 'https://cache3.pakwheels.com/ad_pictures/1131/toyota-vitz-1-0-f-limited-2012-113170627.webp', 'https://cache1.pakwheels.com/ad_pictures/1131/toyota-vitz-1-0-f-limited-2012-113170628.webp', 'https://cache4.pakwheels.com/ad_pictures/1131/toyota-vitz-1-0-f-limited-2012-113170626.webp', 'https://cache2.pakwheels.com/ad_pictures/1131/toyota-vitz-1-0-f-limited-2012-113170624.webp', 'https://cache4.pakwheels.com/ad_pictures/1131/toyota-vitz-1-0-f-limited-2012-113170625.webp', 'https://cache2.pakwheels.com/ad_pictures/1131/toyota-vitz-1-0-f-limited-2012-113170634.webp', 'https://cache1.pakwheels.com/ad_pictures/1131/toyota-vitz-1-0-f-limited-2012-113170631.webp', 'https://cache1.pakwheels.com/ad_pictures/1131/toyota-vitz-1-0-f-limited-2012-113170629.webp', 'https://cache1.pakwheels.com/ad_pictures/1131/toyota-vitz-1-0-f-limited-2012-113170632.webp']",Toyota Vitz F Limited 1.0 2012,"['Lahore', 'Punjab', 'Added', 'via', 'Phone']",'2012',"115,000 km",'Petrol','Automatic','Lahore','Red','Imported','1000cc','Hatchback','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache3.pakwheels.com/ad_pictures/1131/toyota-vitz-1-0-f-limited-2012-113170630.webp', 'https://cache3.pakwheels.com/ad_pictures/1131/toyota-vitz-1-0-f-limited-2012-113170627.webp', 'https://cache1.pakwheels.com/ad_pictures/1131/toyota-vitz-1-0-f-limited-2012-113170628.webp', 'https://cache4.pakwheels.com/ad_pictures/1131/toyota-vitz-1-0-f-limited-2012-113170626.webp', 'https://cache2.pakwheels.com/ad_pictures/1131/toyota-vitz-1-0-f-limited-2012-113170624.webp'
199,718,PKR 18.75 lacs,"['https://cache1.pakwheels.com/ad_pictures/1052/suzuki-swift-1-3l-dlx-2014-105212365.webp', 'https://cache4.pakwheels.com/ad_pictures/1052/suzuki-swift-1-3l-dlx-2014-105212363.webp', 'https://cache3.pakwheels.com/ad_pictures/1052/suzuki-swift-1-3l-dlx-2014-105212361.webp', 'https://cache4.pakwheels.com/ad_pictures/1052/suzuki-swift-1-3l-dlx-2014-105212364.webp', 'https://cache1.pakwheels.com/ad_pictures/1052/suzuki-swift-1-3l-dlx-2014-105212359.webp', 'https://cache4.pakwheels.com/ad_pictures/1052/suzuki-swift-1-3l-dlx-2014-105212360.webp', 'https://cache3.pakwheels.com/ad_pictures/1052/suzuki-swift-1-3l-dlx-2014-105212362.webp']",Suzuki Swift DLX 1.3 2014,"['Khalid', 'Bin', 'Walid', 'Road,', 'Karachi']",'2014',"108,000 km",'Petrol','Manual','Karachi','GraphiteGrey','Local','1300cc','Hatchback','ABS' 'AMFM Radio' 'Air Conditioning' 'Alloy Rims' 'CD Player' 'Immobilizer Key' 'Keyless Entry' 'Navigation System' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache1.pakwheels.com/ad_pictures/1052/suzuki-swift-1-3l-dlx-2014-105212365.webp', 'https://cache4.pakwheels.com/ad_pictures/1052/suzuki-swift-1-3l-dlx-2014-105212363.webp', 'https://cache3.pakwheels.com/ad_pictures/1052/suzuki-swift-1-3l-dlx-2014-105212361.webp', 'https://cache4.pakwheels.com/ad_pictures/1052/suzuki-swift-1-3l-dlx-2014-105212364.webp', 'https://cache1.pakwheels.com/ad_pictures/1052/suzuki-swift-1-3l-dlx-2014-105212359.webp'
200,719,PKR 50 lacs,"['https://cache1.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104043001.webp', 'https://cache1.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104043007.webp', 'https://cache3.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104042995.webp', 'https://cache1.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104042999.webp', 'https://cache3.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104042987.webp', 'https://cache1.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104042988.webp', 'https://cache1.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104042990.webp', 'https://cache4.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104042994.webp', 'https://cache1.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104042991.webp', 'https://cache2.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104043002.webp', 'https://cache1.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104042992.webp', 'https://cache2.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104043008.webp', 'https://cache2.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104042989.webp', 'https://cache4.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104042993.webp', 'https://cache4.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104043004.webp']",Nissan Note MEDALIST 2020,"['Khalid', 'Bin', 'Walid', 'Road,', 'Karachi']",'2020',"105,000 km",'Hybrid','Automatic','UnRegistered','Red','Imported','1198cc','MiniVan','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'Cruise Control' 'Immobilizer Key' 'Keyless Entry' 'Navigation System' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache1.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104043001.webp', 'https://cache1.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104043007.webp', 'https://cache3.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104042995.webp', 'https://cache1.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104042999.webp', 'https://cache3.pakwheels.com/ad_pictures/1040/nissan-note-medalist-2020-104042987.webp'
201,720,"PKR 32 lacs
Financing starts at PKR 80,063/Month","['https://cache4.pakwheels.com/ad_pictures/1130/toyota-corolla-gli-vvti-automatic-2015-113038510.webp', 'https://cache4.pakwheels.com/ad_pictures/1130/toyota-corolla-gli-vvti-automatic-2015-113038508.webp', 'https://cache3.pakwheels.com/ad_pictures/1130/toyota-corolla-gli-vvti-automatic-2015-113038513.webp', 'https://cache4.pakwheels.com/ad_pictures/1130/toyota-corolla-gli-vvti-automatic-2015-113038509.webp', 'https://cache4.pakwheels.com/ad_pictures/1130/toyota-corolla-gli-vvti-automatic-2015-113038512.webp', 'https://cache1.pakwheels.com/ad_pictures/1130/toyota-corolla-gli-vvti-automatic-2015-113038507.webp', 'https://cache2.pakwheels.com/ad_pictures/1130/toyota-corolla-gli-vvti-automatic-2015-113038506.webp']",Toyota Corolla GLi Automatic 1.3 VVTi 2015,"['Khalid', 'Bin', 'Walid', 'Road,', 'Karachi']",'2015',"88,000 km",'Petrol','Automatic','Karachi','SilverMetallic','Local','1300cc','Sedan','ABS' 'AMFM Radio' 'Air Conditioning' 'CD Player' 'DVD Player' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache4.pakwheels.com/ad_pictures/1130/toyota-corolla-gli-vvti-automatic-2015-113038510.webp', 'https://cache4.pakwheels.com/ad_pictures/1130/toyota-corolla-gli-vvti-automatic-2015-113038508.webp', 'https://cache3.pakwheels.com/ad_pictures/1130/toyota-corolla-gli-vvti-automatic-2015-113038513.webp', 'https://cache4.pakwheels.com/ad_pictures/1130/toyota-corolla-gli-vvti-automatic-2015-113038509.webp', 'https://cache4.pakwheels.com/ad_pictures/1130/toyota-corolla-gli-vvti-automatic-2015-113038512.webp'
202,721,"PKR 80 lacs
Financing starts at PKR 98,689/Month
Managed by PakWheels","['https://cache1.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585842.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585843.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585848.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585844.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585846.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585845.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585861.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585850.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585849.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585851.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585860.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585862.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585863.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585864.webp']",Changan Oshan X7 FutureSense 2023,"['Karachi', 'Sindh']",'2023',"32,801 km",'Petrol','Automatic','Karachi','StellarWhite','Local','1500cc','CompactSUV','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'Climate Control' 'Cruise Control' 'Front Camera' 'Front Speakers' 'Heated Seats' 'Immobilizer Key' 'Keyless Entry' 'Navigation System' 'Power Locks' 'Power Mirrors',,['https://cache1.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585842.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585843.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585848.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585844.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/changan-oshan-x7-futuresense-2023-113585846.webp'
203,722,"PKR 57.5 lacs
Managed by PakWheels","['https://cache2.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562605.webp', 'https://cache2.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562608.webp', 'https://cache2.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562614.webp', 'https://cache4.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562609.webp', 'https://cache1.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562612.webp', 'https://cache3.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562613.webp', 'https://cache1.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562625.webp', 'https://cache4.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562616.webp', 'https://cache3.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562615.webp', 'https://cache3.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562618.webp', 'https://cache4.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562619.webp', 'https://cache2.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562627.webp', 'https://cache2.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562633.webp', 'https://cache2.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562635.webp']",Hyundai Elantra GLS 2021,"['Chan', 'Da', 'Qila,', 'Gujranwala', 'Punjab']",'2021',"90,740 km",'Petrol','Automatic','Gujranwala','PolarWhite','Local','2000cc','Sedan','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'Climate Control' 'Cruise Control' 'Front Speakers' 'Immobilizer Key' 'Keyless Entry' 'Navigation System' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache2.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562605.webp', 'https://cache2.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562608.webp', 'https://cache2.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562614.webp', 'https://cache4.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562609.webp', 'https://cache1.pakwheels.com/ad_pictures/1125/hyundai-elantra-gls-9-2021-112562612.webp'
204,723,PKR 62 lacs,"['https://cache2.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597923.webp', 'https://cache2.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597919.webp', 'https://cache1.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597914.webp', 'https://cache2.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597917.webp', 'https://cache4.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597925.webp', 'https://cache2.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597926.webp', 'https://cache1.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597928.webp', 'https://cache3.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597915.webp', 'https://cache3.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597918.webp', 'https://cache3.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597911.webp', 'https://cache4.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597913.webp', 'https://cache2.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597909.webp', 'https://cache3.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597921.webp', 'https://cache1.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597924.webp', 'https://cache1.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597927.webp']",Toyota Sienta X 2019,"['Clifton,', 'Karachi', 'Sindh']",'2019',"110,000 km",'Hybrid','Automatic','UnRegistered','White','Imported','1500cc','Van','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'CoolBox' 'Cruise Control' 'DVD Player' 'Immobilizer Key' 'Keyless Entry' 'Navigation System' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache2.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597923.webp', 'https://cache2.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597919.webp', 'https://cache1.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597914.webp', 'https://cache2.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597917.webp', 'https://cache4.pakwheels.com/ad_pictures/1035/toyota-sienta-x-24-2019-103597925.webp'
